Denmark,Carcharhi,35947,18001
Virginia,American_,4438,18002
New_Jerse,Gazelle,22813,18003
Barbados,Badger,35892,18004
Alabama,Pinniped,68747,18005
MARSHALL_,Pelican,89115,18006
France,Zebra,84599,18007
Samoa,Bullhead_,48299,18008
South_Car,Nightinga,26697,18009
Minnesota,Ram,46542,18010
Louisiana,Black_pan,93947,18011
Croatia,Reindeer,74390,18012
Kiribati,Sphyrna_l,64712,18013
Samoa,Dolphin,85036,18014
Oregon,Pony,23577,18015
Tonga,Louse,8849,18016
Netherlan,Pygmy_Sha,67350,18017
WESTERN_S,Partridge,24125,18018
Sweden,Sheep,72430,18019
Latvia,Prionace,96911,18020
Nepal,Wombat,14398,18021
France,Quail,81781,18022
Hawaii,Pygmy_Sha,45293,18023
Colombia,Fox,90035,18024
Pennsylva,Goldfinch,31626,18025
WESTERN_S,Hyena,37121,18026
Italy,Gorilla,5101,18027
DOMINICAN,Carcharhi,46828,18028
Nebraska,Goose,83992,18029
Wisconsin,Lamniform,24533,18030
Mozambiqu,Heron,49772,18031
Monaco,Goldfinch,18888,18032
Grenada,Lamniform,56401,18033
Massachus,Chiloscyl,28523,18034
Malta,Echinorhi,58105,18035
Canada,Lion,44703,18036
Serbia,Hamster,1563,18037
North_Car,Fox,93815,18038
Colombia,Whale_Sha,32529,18039
Singapore,Lamniform,8049,18040
Turkey,Dolphin,17024,18041
Namibia,Fish,60800,18042
Malawi,Giant_Pan,10104,18043
Greece,Cormorant,65094,18044
Zambia,Pygmy_Sha,68463,18045
Nauru,Gerbil,52754,18046
New_Mexic,Cheetah,1687,18047
Tuvalu,Whale_Sha,3028,18048
Luxembour,Jaguar,4840,18049
Hawaii,Bison,42835,18050
Vatican_C,Hamster,65214,18051
Pennsylva,Hyena,77558,18052
Ghana,Hyena,30723,18053
Greece,Hornet,13348,18054
Tennessee,Alligator,30751,18055
Turkey,Coccinell,59705,18056
Lithuania,Gazelle,27557,18057
Californi,Anatidae,87998,18058
Virginia,Manatee,99569,18059
Florida,Negaprion,12087,18060
Malta,Wren,90603,18061
Florida,Angel_sha,51190,18062
Japan,Ram,46070,18063
Uganda,Pinniped,27327,18064
Slovakia,Giant_Pan,52695,18065
Michigan,Parmaturu,89760,18066
Illinois,Flamingo,68278,18067
Uzbekista,Manatee,29346,18068
TRINIDAD_,Giant_Pan,55013,18069
Jordan,Camel,88508,18070
Croatia,Dogfish,12740,18071
Zambia,Sawshark,33516,18072
Monaco,Hyena,25106,18073
Japan,Sawshark,44924,18074
Slovenia,Gerbil,52483,18075
France,Orectolob,78180,18076
Alaska,Skunk,10392,18077
Singapore,Alligator,10029,18078
Malaysia,Hamster,94434,18079
Zambia,Chiloscyl,84790,18080
Madagasca,Wombat,7031,18081
Massachus,Prionace_,47806,18082
Denmark,Magpie,3386,18083
Colombia,Donkey,4843,18084
North_Car,Negaprion,9792,18085
Tonga,Nightinga,57562,18086
Malaysia,Nightinga,58233,18087
Hawaii,Giraffe,99982,18088
Uruguay,Jaguar,2067,18089
Ukraine,Triakis,97738,18090
Netherlan,Pygmy_Sha,89121,18091
Australia,Human,55820,18092
Uruguay,Manatee,8409,18093
Monaco,Giraffe,87628,18094
Nigeria,Goldfinch,570,18095
Pennsylva,Badger,96271,18096
Michigan,Hawk,64170,18097
Thailand,Gazelle,16740,18098
Rhode_Isl,Dogfish,33534,18099
Vatican_C,Badger,47148,18100
