Wyoming,Heron,85526,10001
New_Jerse,Fox,55063,10002
Netherlan,Pristioph,95307,10003
North_Car,American_,68766,10004
Sweden,Ostrich,34842,10005
TRINIDAD_,Black_pan,6570,10006
Saudi_Ara,Jackal,85058,10007
Japan,Triaenodo,13523,10008
Georgia,Lion,69173,10009
Netherlan,Polecat,63636,10010
Turkey,Gerbil,55680,10011
New_Mexic,Goldfinch,45440,10012
Ukraine,Sheep,60364,10013
Missouri,Columbida,85378,10014
Slovakia,Gorilla,48423,10015
Pennsylva,Chamois,91219,10016
Tuvalu,Scoliodon,92305,10017
Wisconsin,Fox,43688,10018
NEW_ZEALA,Sphyrna_l,43201,10019
Thailand,Flamingo,60630,10020
Texas,Anatidae,77816,10021
Missouri,Zebra,93882,10022
Californi,Isogompho,56339,10023
Rhode_Isl,Sawshark,29239,10024
Ghana,Hornet,33857,10025
Pennsylva,Triakis,97231,10026
Cyprus,Heron,22520,10027
Croatia,Cormorant,78712,10028
Tunisia,Crow,75679,10029
Switzerla,Ram,49697,10030
Mississip,Parascyll,62109,10031
Greece,Triakis,85296,10032
Massachus,Triakis,87397,10033
MARSHALL_,Parmaturu,97768,10034
Sweden,Fish,94581,10035
EQUATORIA,Apristuru,99556,10036
Tonga,Chiloscyl,72188,10037
Dominica,Skunk,46764,10038
Georgia,Badger,65943,10039
Tanzania,Hornet,70896,10040
Wisconsin,Whale_Sha,46228,10041
Illinois,Cheetah,54771,10042
Japan,Chiloscyl,13889,10043
Spain,Swan,3535,10044
Hawaii,Sphyrna_l,47353,10045
Hawaii,Alligator,71617,10046
Vatican_C,Jackal,74719,10047
Turkey,Carcharhi,41119,10048
South_Car,Fox,44127,10049
Jordan,Swan,78277,10050
North_Car,Lamna,918,10051
Saudi_Ara,Hornet,70861,10052
Taiwan,Apristuru,61291,10053
Tennessee,Partridge,86952,10054
Monaco,Partridge,18984,10055
Illinois,Alligator,48230,10056
Australia,Baboon,44810,10057
Italy,Donkey,22316,10058
South_Car,Squalifor,3632,10059
COSTA_RIC,Fish,59624,10060
Ethiopia,Flamingo,1296,10061
DOMINICAN,Poroderma,65572,10062
South_Car,Hamster,14405,10063
Oregon,Prionace_,22851,10064
Croatia,Sheep,27628,10065
South_Car,Pristioph,47026,10066
Ghana,Camel,71018,10067
Slovenia,Heron,78611,10068
Louisiana,Hornet,49807,10069
Washingto,Squalifor,48106,10070
Morocco,Snipe,22612,10071
Wyoming,Reindeer,38644,10072
Barbados,Fox,15344,10073
Zambia,Columbida,12387,10074
Sweden,Pristioph,32568,10075
Kiribati,Chamois,64262,10076
Tunisia,Crow,13110,10077
Wyoming,Hemiscyll,75296,10078
Romania,Triaenodo,25678,10079
Slovakia,Lion,81423,10080
Massachus,Alligator,44103,10081
Tunisia,American_,96454,10082
Italy,Sawshark,62014,10083
Maryland,Fox,64041,10084
Ethiopia,Snipe,89030,10085
Cyprus,Nightinga,49987,10086
Georgia,Whale_Sha,29844,10087
NEW_ZEALA,Triakis,31529,10088
France,Otter,27344,10089
Taiwan,Sphyrna_l,66917,10090
Switzerla,Badger,70562,10091
Ireland,Ram,39056,10092
Malaysia,Pristioph,55486,10093
Louisiana,Quail,37591,10094
Cyprus,Hornet,36007,10095
Minnesota,Pygmy_Sha,6521,10096
