Nauru,Goldfinch,86332,12001
COSTA_RIC,Cheetah,52363,12002
Tonga,Gorilla,60365,12003
Ukraine,Giant_Pan,76961,12004
Australia,Pelican,47158,12005
Monaco,Moose,73064,12006
Nauru,Ostrich,43721,12007
Uruguay,Lamniform,77818,12008
Slovenia,Jaguar,9433,12009
Texas,Prionace,71289,12010
Barbados,Magpie,20766,12011
Japan,Camel,43810,12012
Tanzania,Zebra,85612,12013
Texas,Hyena,49208,12014
Switzerla,Lamniform,51403,12015
Oregon,Triakis,10954,12016
Barbados,Bison,92247,12017
Hawaii,Manatee,36804,12018
Rhode_Isl,Isurus,75607,12019
Namibia,Wren,96136,12020
Denmark,Goldfinch,16344,12021
Louisiana,Chamois,94146,12022
Mississip,Hawk,7384,12023
DOMINICAN,Ostrich,31716,12024
Virginia,Badger,29991,12025
Wyoming,Pygmy_Sha,15135,12026
Slovenia,Bison,13950,12027
Nauru,Sheep,17643,12028
Slovakia,Pelican,53100,12029
Californi,Fox,50222,12030
Australia,Moose,94081,12031
Guatemala,Lion,51781,12032
MARSHALL_,Cheetah,70196,12033
Washingto,Crow,78414,12034
Colombia,Lion,43541,12035
Californi,Hemitriak,27273,12036
Greece,Angel_sha,28232,12037
Nauru,Squalifor,7554,12038
Ethiopia,Donkey,18838,12039
Latvia,Mallard,91156,12040
Lithuania,Poroderma,9055,12041
Australia,Orectolob,31075,12042
Australia,Jackal,95871,12043
Thailand,Heron,11637,12044
Spain,Badger,68881,12045
Japan,Beaver,87949,12046
Illinois,Camel,77017,12047
Singapore,Beaver,43298,12048
Hawaii,Rhizoprio,2710,12049
Ghana,Echinorhi,64131,12050
Michigan,Gazelle,68477,12051
Ghana,Wren,11464,12052
Netherlan,Swan,1141,12053
Jordan,Raven,94010,12054
TRINIDAD_,Nightinga,42897,12055
Nebraska,Hyena,34970,12056
Denmark,Flamingo,33813,12057
Arizona,Isogompho,45934,12058
Romania,Gorilla,57108,12059
Canada,Anatidae,51064,12060
WESTERN_S,Otter,36927,12061
Canada,Sawshark,17337,12062
New_Jerse,Isurus,57048,12063
Slovakia,Chamois,67462,12064
Nauru,Camel,49954,12065
Netherlan,Prionace,15980,12066
Alaska,Giant_Pan,4844,12067
Malaysia,Pygmy_Sha,41927,12068
Maryland,Manatee,89520,12069
Vatican_C,Anatidae,63800,12070
Tuvalu,Poroderma,53802,12071
Malawi,Flamingo,91605,12072
Tennessee,Anatidae,446,12073
Mississip,Chamois,41821,12074
Vatican_C,Echinorhi,76741,12075
Ukraine,Hamster,49111,12076
France,Hyena,56706,12077
Tanzania,Negaprion,61740,12078
Nigeria,Badger,93956,12079
Madagasca,Baboon,35824,12080
Michigan,Carcharhi,8807,12081
Vatican_C,Dogfish,34053,12082
Oregon,Rhinocero,90413,12083
Tunisia,Guanaco,97271,12084
Wyoming,Coccinell,97640,12085
Missouri,Bullhead_,34674,12086
Georgia,Lamna,59269,12087
Barbados,Coccinell,16652,12088
Oregon,Manatee,80954,12089
Greece,Alligator,75047,12090
Nebraska,Human,9617,12091
Ethiopia,Bison,52433,12092
Taiwan,Moose,28126,12093
Madagasca,Jackal,97766,12094
Minnesota,Donkey,89875,12095
Denmark,Wombat,39602,12096
Malawi,Isurus,17283,12097
Uruguay,Coyote,18428,12098
Minnesota,Carcharhi,77349,12099
Croatia,Goose,95289,12100
Missouri,Manatee,3051,12101
Switzerla,Swan,13506,12102
Singapore,Guanaco,24645,12103
Malawi,Hemiscyll,54592,12104
Oregon,Echinorhi,50472,12105
Canada,Chiloscyl,2306,12106
Sweden,Triakis,23222,12107
Massachus,Hyena,7072,12108
Maine,Heron,28682,12109
Luxembour,Fox,34062,12110
Switzerla,Goose,46695,12111
Massachus,Goose,97507,12112
