Singapore,Moose,50978,20001
EQUATORIA,Sawshark,36961,20002
Pennsylva,Reindeer,97278,20003
Tunisia,Columbida,87989,20004
Zambia,Heron,88341,20005
North_Car,Hyena,92043,20006
Saudi_Ara,Cobra,50395,20007
Illinois,Nightinga,68527,20008
Malawi,Cirrhoscy,75035,20009
Texas,American_,94135,20010
Italy,Louse,13824,20011
Michigan,Crow,94023,20012
Jordan,Hemiscyll,58652,20013
South_Car,Hyena,2166,20014
Nebraska,Isogompho,1013,20015
Madagasca,Raven,87066,20016
Ireland,Manatee,59334,20017
Australia,Magpie,65071,20018
Barbados,American_,34436,20019
NEW_ZEALA,Squalifor,21814,20020
Missouri,Carcharhi,3707,20021
Spain,Apristuru,30909,20022
Grenada,Louse,53278,20023
France,Pinniped,44237,20024
Ghana,Hawk,93639,20025
EQUATORIA,Crow,96699,20026
Maryland,Reindeer,74036,20027
Zambia,Louse,51976,20028
Ukraine,Wombat,30164,20029
Maryland,Zebra,86330,20030
Monaco,Fish,12009,20031
Denmark,Fish,69406,20032
Louisiana,Pelican,61101,20033
TRINIDAD_,Reindeer,20966,20034
Switzerla,Rhinocero,98061,20035
Namibia,Dolphin,67462,20036
Ghana,Whale_Sha,68279,20037
New_Jerse,Hawk,66229,20038
Rhode_Isl,Prionace,17524,20039
Jordan,Sphyrna_l,89857,20040
Grenada,Donkey,52108,20041
Ecuador,Prionace,67379,20042
Uganda,Ostrich,43706,20043
Louisiana,Lamna,41528,20044
Minnesota,Black_pan,13435,20045
Thailand,Guanaco,92851,20046
Luxembour,Swan,34486,20047
Uruguay,Poroderma,38258,20048
Nebraska,Zebra,41362,20049
Minnesota,Mouse,33697,20050
Australia,Gerbil,99710,20051
Namibia,Pelican,99058,20052
Italy,Rhinocero,2514,20053
Cyprus,Guanaco,64875,20054
Malta,Hyena,75698,20055
Nepal,Pristioph,73143,20056
EL_SALVAD,Prionace_,45044,20057
Wyoming,Sawshark,5690,20058
Sudan,Skunk,71446,20059
EQUATORIA,Badger,40061,20060
NEW_ZEALA,Lion,35860,20061
Samoa,Otter,74460,20062
Tanzania,Hornet,58247,20063
Hawaii,Giraffe,96513,20064
Tunisia,Chiloscyl,33758,20065
Finland,Triaenodo,39924,20066
Kiribati,Polecat,52409,20067
Ireland,Bison,51528,20068
Missouri,Angel_sha,96368,20069
Malaysia,Pinniped,12170,20070
Californi,Guanaco,29287,20071
Greece,Guanaco,6063,20072
Tunisia,Fox,29106,20073
Netherlan,Badger,43490,20074
Dominica,Coyote,58745,20075
Virginia,Cormorant,73341,20076
Ecuador,Guanaco,2936,20077
Illinois,Gerbil,60394,20078
Slovenia,Polecat,23190,20079
Kiribati,Dogfish,51484,20080
Georgia,Polecat,62580,20081
COSTA_RIC,Anatidae,37293,20082
Nigeria,Quail,55775,20083
Sudan,Hawk,11651,20084
Michigan,Guanaco,97348,20085
Barbados,Hemiscyll,73969,20086
CZECH_REP,Crow,26131,20087
Barbados,Goose,25516,20088
Morocco,Sphyrna_l,35107,20089
Greece,Donkey,14799,20090
Zambia,Swan,75483,20091
EL_SALVAD,Dogfish,16481,20092
DOMINICAN,Snipe,22751,20093
Nepal,Chamois,28065,20094
Ethiopia,Cirrhoscy,4049,20095
MARSHALL_,Isurus,95424,20096
COSTA_RIC,Badger,91725,20097
Massachus,Rhizoprio,82422,20098
South_Car,Cirrhoscy,3389,20099
Arizona,Pinniped,71786,20100
Croatia,Dolphin,54121,20101
Ghana,Skunk,81188,20102
Barbados,Hornet,49750,20103
Guatemala,Gerbil,19683,20104
Louisiana,Cobra,1549,20105
Minnesota,Whale_Sha,66979,20106
Spain,Cobra,55918,20107
Grenada,Donkey,51431,20108
Madagasca,Lamniform,14594,20109
Sweden,Carcharhi,54863,20110
Denmark,Chiloscyl,61730,20111
Taiwan,Raven,25269,20112
