Zambia,Swan,88983,25001
Romania,Giant_Pan,110,25002
Malaysia,Negaprion,51674,25003
Mozambiqu,Scoliodon,47324,25004
Italy,Polecat,21449,25005
Romania,Mallard,311,25006
Tuvalu,Black_pan,83941,25007
EQUATORIA,Skunk,68085,25008
Switzerla,Rhizoprio,15023,25009
Arizona,Wren,42248,25010
Madagasca,Giant_Pan,8284,25011
EL_SALVAD,Crow,51807,25012
Lithuania,Pinniped,49187,25013
Oregon,Pristioph,70400,25014
Malawi,Squalifor,86378,25015
Mississip,Alligator,85098,25016
Californi,Giraffe,69392,25017
Ghana,Pelican,95294,25018
NEW_ZEALA,Giant_Pan,75588,25019
Ireland,Goldfinch,8797,25020
Ukraine,Anatidae,94464,25021
Alabama,Apristuru,67722,25022
Luxembour,Parascyll,86939,25023
Luxembour,Pinniped,62312,25024
France,Dogfish,96546,25025
Turkey,Mallard,90312,25026
Finland,Quail,82500,25027
Latvia,Gazelle,59346,25028
Saudi_Ara,Hamster,8905,25029
Japan,Coccinell,38811,25030
Malta,Camel,6637,25031
Wyoming,Mallard,87707,25032
Uzbekista,Bullhead_,74160,25033
Samoa,Bison,32286,25034
Cyprus,Hawk,81857,25035
Florida,Apristuru,12310,25036
Taiwan,Columbida,72243,25037
Thailand,Alligator,68166,25038
Japan,Partridge,85986,25039
Pennsylva,Parascyll,63969,25040
Malta,Rhinocero,60157,25041
Uganda,Goldfinch,1624,25042
Tanzania,Crow,23543,25043
Finland,Whale_Sha,11130,25044
Denmark,Quail,10605,25045
Madagasca,Hawk,49751,25046
Malawi,Columbida,41496,25047
New_Jerse,Rhizoprio,36622,25048
Taiwan,Cobra,46945,25049
Monaco,Dolphin,41776,25050
WESTERN_S,Squalifor,60163,25051
Morocco,Raven,37182,25052
Nebraska,Hemitriak,8004,25053
Slovakia,Ostrich,19867,25054
Pennsylva,Louse,77198,25055
Tanzania,Fox,49851,25056
Japan,Sawshark,74322,25057
WESTERN_S,Goose,50603,25058
Sudan,Carcharhi,16343,25059
Pennsylva,Reindeer,87106,25060
Malawi,Sphyrna_l,67067,25061
Tuvalu,Giraffe,33490,25062
Grenada,Giraffe,22460,25063
Denmark,Negaprion,86957,25064
Zambia,Zebra,43436,25065
Hawaii,Lamna,94715,25066
Slovenia,Parascyll,16486,25067
Uzbekista,Dogfish,34575,25068
Lithuania,Negaprion,67972,25069
Ecuador,Goldfinch,73586,25070
Uzbekista,Hawk,63656,25071
Nepal,Pristioph,33452,25072
Vatican_C,Squalifor,1826,25073
Greece,Nightinga,42786,25074
Nepal,Gazelle,25198,25075
New_Mexic,Carcharhi,52736,25076
NEW_ZEALA,Peafowl,29479,25077
Sweden,Jackal,78118,25078
Australia,Rhinocero,34896,25079
Zambia,Rhizoprio,68876,25080
Louisiana,Sheep,83624,25081
Spain,Lion,94830,25082
Zimbabwe,Flamingo,40979,25083
Switzerla,Pygmy_Sha,50592,25084
New_Jerse,Alligator,81664,25085
NEW_ZEALA,Gazelle,61634,25086
Missouri,Black_pan,76729,25087
Australia,Cheetah,75592,25088
Guatemala,Lion,19295,25089
Tanzania,Prionace,56164,25090
