COSTA_RIC,Echinorhi,72668,4001
Saudi_Ara,Jackal,3822,4002
Kiribati,Quail,59144,4003
Uzbekista,Rhizoprio,2227,4004
Denmark,Carcharhi,77695,4005
Dominica,Flamingo,72147,4006
South_Car,Badger,15155,4007
New_Jerse,Lamniform,68735,4008
Thailand,Gazelle,56685,4009
Switzerla,Pygmy_Sha,65283,4010
Washingto,Prionace,98198,4011
Morocco,Gerbil,24065,4012
Mozambiqu,Hawk,12691,4013
Greece,Human,79246,4014
Lithuania,Goldfinch,13609,4015
France,Echinorhi,97688,4016
Georgia,Anatidae,274,4017
Wyoming,Giant_Pan,61382,4018
Saudi_Ara,Sheep,46121,4019
Uruguay,Manatee,40618,4020
Madagasca,Ostrich,89584,4021
Uganda,Dolphin,97720,4022
Japan,Triaenodo,11579,4023
Oregon,Guanaco,49410,4024
Sudan,Dolphin,51043,4025
Florida,Manatee,73500,4026
CZECH_REP,Lion,72107,4027
Nebraska,Polecat,81815,4028
Wisconsin,Mallard,49954,4029
TRINIDAD_,Peafowl,83695,4030
Mozambiqu,Baboon,84930,4031
Colombia,Goose,76098,4032
Tunisia,Giraffe,86129,4033
NEW_ZEALA,Hemitriak,65953,4034
Nebraska,Hyena,76502,4035
Monaco,Dogfish,40805,4036
Uganda,Magpie,80446,4037
Sweden,Sphyrna_l,86531,4038
Rhode_Isl,Fish,26104,4039
Alabama,Gazelle,27314,4040
North_Car,Bullhead_,98596,4041
Jordan,Peafowl,95813,4042
Missouri,American_,64102,4043
Finland,Anatidae,85765,4044
Nepal,Wombat,73249,4045
Texas,Triaenodo,52208,4046
Samoa,Otter,73214,4047
EL_SALVAD,Poroderma,83118,4048
Taiwan,Parmaturu,60230,4049
Sweden,Swan,31485,4050
Mississip,Bison,17190,4051
CZECH_REP,Fox,91358,4052
Barbados,Scoliodon,24221,4053
Netherlan,Giant_Pan,90526,4054
Pennsylva,Angel_sha,87194,4055
Wyoming,Reindeer,67909,4056
North_Car,Reindeer,30150,4057
Sweden,Pygmy_Sha,3809,4058
Zambia,Peafowl,3251,4059
Ireland,Hornet,86880,4060
MARSHALL_,Gazelle,18797,4061
Tonga,Mule,17989,4062
Maryland,Sheep,74786,4063
Vatican_C,Fox,31256,4064
Malawi,Badger,99407,4065
